MATRICULA   NOMBRE                           APPAT                            APMAT                            FECHA NAC    EDAD   SEXO      LUGAR NAC              CURP
390098      ROSA                             CRUZ                             MARTINEZ                         02-07-1989   34     MUJER     CHIHUAHUA              CUMR890702MCHRRS01
391001      PATRICIA                         HERNANDEZ                        FLORES                           28-06-2020   3      MUJER     TLAXCALA               HEFP200628MTLRLTC1
391014      MONICA                           TORRES                           SANCHEZ                          06-12-2014   8      MUJER     SONORA                 TOSM141206MSRRNNB0
391015      ANDRES                           VALDEZ                           MARTINEZ                         06-06-2009   14     HOMBRE    TLAXCALA               VAMA090606HTLLRNA4
391018      RAFAEL                           RAMIREZ                          FUENTES                          23-01-2018   5      HOMBRE    BAJA CALIFORNIA        RAFR180123HBCMNFB1
391019      JOSE LUIS                        ACOSTA                           RODRIGUEZ                        23-01-2019   4      HOMBRE    QUERETARO              AORL190123HQTCDSB3
391022      ANA                              ROMERO                           MENDOZA                          08-08-2013   10     MUJER     CHIAPAS                ROMA130808MCSMNNB8
391033      DAVID                            CHAVEZ                           CASTRO                           31-10-2009   14     HOMBRE    MICHOACAN              CACD091031HMNHSVA2
391034      MANUEL                           SANCHEZ                          VEGA                             12-01-1992   31     HOMBRE    EXTRANJERO             SAVM920112HNENGN04
391035      JAVIER                           ACOSTA                           REYES                            17-02-2000   23     HOMBRE    YUCATAN                AORJ000217HYNCYVA7
391040      JULIA                            NAVARRO                          PEREZ                            04-06-2019   4      MUJER     JALISCO                NAPJ190604MJCVRLB6
391044      ALEJANDRO                        MORENO                           NUNEZ                            01-12-1993   29     HOMBRE    AGUASCALIENTES         MONA931201HASRNL01
391054      MANUEL                           ACOSTA                           SANCHEZ                          09-06-2020   3      HOMBRE    TAMAULIPAS             AOSM200609HTSCNNC5
391061      MANUEL                           MORENO                           RODRIGUEZ                        17-05-1998   25     HOMBRE    CHIHUAHUA              MORM980517HCHRDN03
391064      JULIA                            FERNANDEZ                        SILVA                            11-10-2012   11     MUJER     QUINTANA ROO           FESJ121011MQRRLLB1
391066      ROSA                             GUERRERO                         VARGAS                           24-09-1983   40     MUJER     CAMPECHE               GUVR830924MCCRRS02
391078      ANA                              GUERRERO                         CHAVEZ                           26-06-2007   16     MUJER     NUEVO LEON             GUCA070626MNLRHNA3
391080      JAVIER                           NUNEZ                            VALDEZ                           14-08-1991   32     HOMBRE    JALISCO                NUVJ910814HJCNLV02
391083      JOSE                             LARA                             PEREZ                            14-02-1989   34     HOMBRE    SONORA                 LAPJ890214HSRRRX06
391092      CAROLINA                         PEREZ                            MORENO                           28-07-2008   15     MUJER     MEXICO                 PEMC080728MMCRRRA6
391097      MIGUEL                           TORRES                           TORRES                           10-11-2017   5      HOMBRE    PUEBLA                 TOTM171110HPLRRGB5
392019      LAURA                            HERNANDEZ                        FERNANDEZ                        16-02-2014   9      MUJER     SAN LUIS POTOSI        HEFL140216MSPRRRB2
392033      CARMEN                           ROJAS                            SOTO                             09-07-2020   3      MUJER     SAN LUIS POTOSI        ROSC200709MSPJTRC5
392036      MARTA                            LOPEZ                            ALVAREZ                          30-01-1987   36     MUJER     SINALOA                LOAM870130MSLPLR09
392040      RAFAEL                           VALDEZ                           TORRES                           25-10-2006   17     HOMBRE    MORELOS                VATR061025HMSLRFA7
